,Title,Category,Price,City,Availability
716,"Угорь Копченый Унаги, филе для суши",Рыба,10 000 Т,Алматы,В наличии
717,Снеппер Красный (Red Snapper),Рыба,9 490 Т,Алматы,В наличии
718,Мойва атлантическая,Рыба,3 100 Т,Алматы,В наличии
719,Стейк Бабочка из Атлантической семги вес 150 гр.,Рыба,8 900 Т,Алматы,В наличии
720,Семга (Лосось) Замороженная размер 6-7 кг,Рыба,4 490 Т,Алматы,В наличии
721,Барабулька Red Mullet (Султанка),Рыба,9 490 Т,Алматы,В наличии
722,Стейк Подкова из Форели,Рыба,7 490 Т,Алматы,В наличии
723,"Черная Треска, вылов Канада",Рыба,22 000 Т,Алматы,В наличии
724,Слайсы из копченого Эсколара,Рыба,14 800 Т,Алматы,В наличии
725,"Стейки из Осетра, уп. 800 грамм",Рыба,9 800 Т,Алматы,В наличии
726,Филе Сельди малосольное KingFisher,Рыба,5 000 Т,Алматы,В наличии
727,Хек Тушка Свежемороженная,Рыба,1 800 Т,Алматы,В наличии
728,Дорадо Охлажденная вес 1+ kg,Рыба,8 900 Т,Алматы,В наличии
729,"Филе Окуня морского, 220 гр",Рыба,3 000 Т,Алматы,В наличии
730,Сибас Замороженный 1+ крупный,Рыба,7 500 Т,Алматы,В наличии
731,Филе Осетра Холодного копчения,Рыба,18 500 Т,Алматы,В наличии
732,Тунец Филе консервированное в масле,Рыба,1 100 Т,Алматы,В наличии
733,"Барамунди / Barramundi  вес 0,5 - 2 кг/шт",Рыба,9 490 Т,Алматы,В наличии
734,"Группер Каменный /Spotted Grouper 0,5 - 2 кг/шт",Рыба,9 490 Т,Алматы,В наличии
735,Тунец Копченый нарезка Слайсами,Рыба,12 500 Т,Алматы,В наличии
736,"Рыба Попугай/ Parrot Fish 0,5 - 2 кг",Рыба,9 490 Т,Алматы,В наличии
737,Анчоусы Agostino Recca в масле,Рыба,3 500 Т,Алматы,В наличии
738,Чилийский Сибас стейк-подкова,Рыба,30 000 Т,Алматы,В наличии
739,Стейк-филе Swordfish (Рыба Меч),Рыба,6 800 Т,Алматы,В наличии
740,Черная Треска стейк-подкова,Рыба,31 000 Т,Алматы,В наличии
741,Филе Рыбы Меч (Swordfish) охлажденное,Рыба,15 990 Т,Алматы,В наличии
742,"Император / Emperor Fish 0,5 - 2 кг/шт",Рыба,9 490 Т,Алматы,В наличии
743,Барракуда охлажденная 1-3 кг,Рыба,9 490 Т,Алматы,В наличии
744,Сардины в масле Agostino Recca,Рыба,10 500 Т,Алматы,В наличии
745,Тунец YellowFin Охлажденный,Рыба,15 500 Т,Алматы,В наличии
746,Стейк Акулы,Рыба,14 800 Т,Алматы,В наличии
747,"Анчоусы Agostino Recca, 540 гр",Рыба,15 800 Т,Алматы,В наличии
748,"Икра Красная Keta, уп. 200 гр.",Икра,7 200 Т,Алматы,В наличии
749,Икра Горбуши 2021,Икра,15 990 Т,Алматы,В наличии
750,"Икра красная ""Золото Сахалина""   360 грамм",Икра,16 500 Т,Алматы,В наличии
751,"Икра красная ""Золото Сахалина"" 220 грамм",Икра,10 800 Т,Алматы,В наличии
752,Икра Морского Ежа,Икра,10 500 Т,Алматы,В наличии
753,Икра Черная Стерлядь,Икра,16 500 Т,Алматы,В наличии
754,Икра Черная Осетровых,Икра,35 000 Т,Алматы,В наличии
755,Икра Горбуши 2021 (200 гр),Икра,7 000 Т,Алматы,В наличии
756,Черная Икра Caspian Caviar,Икра,66 700 Т,Алматы,В наличии
757,"Икра Красная Путина, 150 гр",Икра,7 200 Т,Алматы,В наличии
758,"Икра красная Путина, 440 гр",Икра,20 700 Т,Алматы,В наличии
759,"Икра Красная Путина, 240 гр",Икра,11 100 Т,Алматы,В наличии
760,"Икра красная Путина, 90 гр",Икра,5 400 Т,Алматы,В наличии
761,"Икра Красная ""Обкомовская"", уп. 360 гр.",Икра,19 200 Т,Алматы,В наличии
762,"Икра красная ""Обкомовская"", уп. 500 гр",Икра,27 200 Т,Алматы,В наличии
763,"Икра Красная Путина, 60 гр",Икра,3 200 Т,Алматы,В наличии
764,"Икра Красная ""Обкомовская"", 95 гр.",Икра,5 500 Т,Алматы,В наличии
765,"Икра Красная ""Обкомовская"" уп. 140 гр.",Икра,8 000 Т,Алматы,В наличии
766,Филе утки Мулард,Мясо,4 800 Т,Алматы,В наличии
767,Ножка утиная Конфи,Мясо,5 200 Т,Алматы,В наличии
768,Печень утиная  Фуа-Гра  Эскалоп,Мясо,28 000 Т,Алматы,В наличии
769,Паштет из утки  Rillettes de Canard Classique,Мясо,3 500 Т,Алматы,В наличии
770,"Колбаски Бордо Экстра, уп. 180 гр",Мясо,2 700 Т,Алматы,В наличии
771,Паштет Rillettes de Canard Foie Gras,Мясо,4 000 Т,Алматы,В наличии
772,Паштет Пате-Мусс из Фуа-Гра 50%,Мясо,1 590 Т,Алматы,В наличии
773,Паштет Пате из Фуа-гра 100%,Мясо,2 500 Т,Алматы,В наличии
774,Фуа-гра Утиная  Золото целая,Мясо,27 000 Т,Алматы,В наличии
775,Колбаски Фелино Мини,Мясо,1 690 Т,Алматы,В наличии
776,"Хамон Jamon iberico, 40 гр",Мясо,10 100 Т,Алматы,В наличии
777,"Хамон Jamon Iberico, уп. 70 гр",Мясо,15 800 Т,Алматы,В наличии
778,"Хамон Лопатка Jamon Belotta, 40 гр",Мясо,7 500 Т,Алматы,В наличии
779,"Хамон Jamon Iberico Horeca, 40 гр",Мясо,9 500 Т,Алматы,В наличии
780,Колбаски Утиные для гриля,Мясо,4 500 Т,Алматы,В наличии
781,Колбаска Пармеджана сыровяленая,Мясо,3 000 Т,Алматы,В наличии
782,Колбаска Пражская сыровяленая,Мясо,3 000 Т,Алматы,В наличии
783,Чука салат замороженный,Бакалея,2 800 Т,Алматы,В наличии
784,Лапша рисовая Real THAI,Бакалея,1 000 Т,Алматы,В наличии
785,Ореховая Заправка Sen Soy,Бакалея,475 Т,Алматы,В наличии
786,Вяленые помидоры в масле Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
787,Артишок на гриле Le Bonta,Бакалея,2 800 Т,Алматы,В наличии
788,Оливки Зеленые Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
789,Морская Соль и Прованские травы,Бакалея,3 500 Т,Алматы,В наличии
790,Кокосовое Молоко металл Aroy-D,Бакалея,950 Т,Алматы,В наличии
791,Соль Розовая и 3 вида Перца горошком Carmencita,Бакалея,3 500 Т,Алматы,В наличии
792,Овощи на Гриле Рустико Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
793,Кокосовое Масло Aroy-D Extra,Бакалея,3 500 Т,Алматы,В наличии
794,Перец на Гриле Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
795,Кунжутное Масло REAL TANG,Бакалея,1 500 Т,Алматы,В наличии
796,Песто алла Дженовезе Le Bonta,Бакалея,2 300 Т,Алматы,В наличии
797,Напиток Соевое Молоко БИО Органик,Бакалея,1 400 Т,Алматы,В наличии
798,Напиток Кокосовое Молоко БИО,Бакалея,1 990 Т,Алматы,В наличии
799,Соус рыбный AROY-D,Бакалея,1 200 Т,Алматы,В наличии
800,Miso - Soup Sen Soy,Бакалея,550 Т,Алматы,В наличии
801,"Лапша Гречневая SOBA, Sen-Soy",Бакалея,950 Т,Алматы,В наличии
802,Баклажаны на гриле Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
803,Соус Терияки SEN SOY,Бакалея,920 Т,Алматы,В наличии
804,Напиток Соевое Молоко Ваниль БИО,Бакалея,1 400 Т,Алматы,В наличии
805,"Перец горошком ""Mix 4 перца""",Бакалея,5 100 Т,Алматы,В наличии
806,Спагетти Di Martino,Бакалея,1 600 Т,Алматы,В наличии
807,Приправа для Паэльи Carmencita Marinera,Бакалея,1 400 Т,Алматы,В наличии
808,Оливки Микс Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
809,"Приправа Средиземнорский Микс, Carmencita",Бакалея,3 500 Т,Алматы,В наличии
810,Кокосовое Молоко AROY-D 1L,Бакалея,2 000 Т,Алматы,В наличии
811,Фисташковая Паста Alicos,Бакалея,4 500 Т,Алматы,В наличии
812,Соус Хрен-васаби Sen Soy,Бакалея,800 Т,Алматы,В наличии
813,"Бальзамический Крем с Малиной, Giuseppe Giusti, 150 мл.",Бакалея,3 300 Т,Алматы,В наличии
814,Цитрусовая заправка SEN SOY,Бакалея,475 Т,Алматы,В наличии
815,Том Ям Паста AROY-D,Бакалея,1 600 Т,Алматы,В наличии
816,Соус TABASCO Original red,Бакалея,1 800 Т,Алматы,В наличии
817,Паста PENNE RIGATE Di Martino,Бакалея,1 600 Т,Алматы,В наличии
818,Соус из черного трюфеля Salsa Nero Tartufi Organic,Бакалея,4 800 Т,Алматы,В наличии
819,Миндальная Паста,Бакалея,4 500 Т,Алматы,В наличии
820,Имбирная Заправка SEN SOY,Бакалея,475 Т,Алматы,В наличии
821,"Лапша яичная EGG, Sen-Soy",Бакалея,925 Т,Алматы,В наличии
822,Брускетта Микс с Баклажаном,Бакалея,2 500 Т,Алматы,В наличии
823,Соус с Базиликом Le Bonta,Бакалея,1 700 Т,Алматы,В наличии
824,Паста Tofette Di Martino,Бакалея,1 600 Т,Алматы,В наличии
825,Брускетта Микс с помидорами и сладким перцем,Бакалея,2 500 Т,Алматы,В наличии
826,Каперсы на веточке Le Bonta,Бакалея,2 300 Т,Алматы,В наличии
827,"Оливки фиолетовые ""LECCINO"" Le Bonta",Бакалея,2 500 Т,Алматы,В наличии
828,Грибной Микс Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
829,Оливковое масло с  черным трюфелем 100 мл Olive Oil with black truffle,Бакалея,4 000 Т,Алматы,В наличии
830,Вермишель фунчоза Sen-Soy,Бакалея,1 100 Т,Алматы,В наличии
831,Оливковое масло с белым трюфелем Olive Oil with white truffle,Бакалея,4 000 Т,Алматы,В наличии
832,Артишок со стеблями All Romana,Бакалея,4 000 Т,Алматы,В наличии
833,Паста Оливковые Листья,Бакалея,2 000 Т,Алматы,В наличии
834,Брускетта Микс с Базиликом,Бакалея,2 500 Т,Алматы,В наличии
835,"Джем из Сицилийского Апельсина, 110 гр",Бакалея,1 600 Т,Алматы,В наличии
836,"Соус ""Терияки""PEARL RIVER",Бакалея,1 300 Т,Алматы,В наличии
837,Паста Том Ям с растительным маслом REAL THAI,Бакалея,1 600 Т,Алматы,В наличии
838,Шампиньоны на гриле Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
839,Приправа для Паэльи с шафраном Carmencita,Бакалея,1 400 Т,Алматы,В наличии
840,Макароны ракушки Orecciette Tricolore,Бакалея,2 000 Т,Алматы,В наличии
841,Ломтики черного трюфеля в рассоле Truffle slices Organic,Бакалея,10 600 Т,Алматы,В наличии
842,Оливки Зеленые Le Bonta большая банка,Бакалея,9 500 Т,Алматы,В наличии
843,Бальзамический Крем с Инжиром 150 мл.,Бакалея,3 300 Т,Алматы,В наличии
844,Напиток Миндальное Молоко 8%,Бакалея,2 800 Т,Алматы,В наличии
845,Бальзамический Крем с грибами 150 мл.,Бакалея,3 300 Т,Алматы,В наличии
846,Вяленые Помидоры в Оливковом Масле Alicos,Бакалея,3 000 Т,Алматы,В наличии
847,"Бальзамический Крем Бианка, Giuseppe Giusti, 150 мл.",Бакалея,3 300 Т,Алматы,В наличии
848,Трюфель черный целый в рассоле Whole Black Truffle in brine,Бакалея,8 500 Т,Алматы,В наличии
849,Сальса Соус из Черного трюфеля,Бакалея,4 800 Т,Алматы,В наличии
850,Уксус Рисовый,Бакалея,950 Т,Алматы,В наличии
851,Рисовая Вермишель Real Thai,Бакалея,1 000 Т,Алматы,В наличии
852,Соус Устричный Pearl River Bridge,Бакалея,950 Т,Алматы,В наличии
853,Приправа для Паэльи Valenciana,Бакалея,1 400 Т,Алматы,В наличии
854,"Перец горошком ""Mix 4 перца"" 40 гр. Carmencita",Бакалея,2 000 Т,Алматы,В наличии
855,Бальзамический Уксус Giuseppe Giusti 250 мл.,Бакалея,7 000 Т,Алматы,В наличии
856,Каперсы в соли Le Bonta,Бакалея,1 700 Т,Алматы,В наличии
857,"Джем из Сицилийского Лимона, 110 гр",Бакалея,1 600 Т,Алматы,В наличии
858,"Вермишель рисовая HU-TEU, Sen-Soy",Бакалея,985 Т,Алматы,В наличии
859,Острый Соус Шрирача AROY-D,Бакалея,950 Т,Алматы,В наличии
860,Трюфельный Соус  Salsa Nero Tartufi Organic,Бакалея,5 800 Т,Алматы,В наличии
861,Карри Паста Зеленая AROY-D,Бакалея,1 400 Т,Алматы,В наличии
862,Приправа для Паэльи Шафран Микс,Бакалея,1 400 Т,Алматы,В наличии
863,Рисовая Бумага REAL THAI,Бакалея,950 Т,Алматы,В наличии
864,Приправа  Паэлья Carmencita,Бакалея,1 400 Т,Алматы,В наличии
865,Карри Паста Красная AROY-D,Бакалея,1 400 Т,Алматы,В наличии
866,"Джем из Сицилийского Мандарина, 110 гр",Бакалея,1 600 Т,Алматы,В наличии
867,"Кокосовое Молоко Aroy-D, 250 мл.",Бакалея,750 Т,Алматы,В наличии
868,"Перец Черри с Тунцом и Каперсами, Le Bonta",Бакалея,3 200 Т,Алматы,В наличии
869,"Бальзамический Уксус Giuseppe Giusti  2 медали, 250 мл.",Бакалея,9 000 Т,Алматы,В наличии
870,Том Ям паста Aroy-D 50 гр.,Бакалея,400 Т,Алматы,В наличии
871,Бальзамический уксус Giuseppe Giusti Modena 100 мл.,Бакалея,4 600 Т,Алматы,В наличии
872,"Бальзамический Уксус Giuseppe Giusti  2 медали, 100 мл.",Бакалея,6 500 Т,Алматы,В наличии
873,Брускетта Микс с Вялеными Помидорами,Бакалея,2 500 Т,Алматы,В наличии
874,"Бальзамический Крем с Ванилью, Giuseppe Giusti, 150 мл.",Бакалея,3 300 Т,Алматы,В наличии
875,Фисташковый Песто,Бакалея,5 000 Т,Алматы,В наличии
876,Паста из Чили перца Alicos,Бакалея,3 000 Т,Алматы,В наличии
877,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.",Бакалея,13 200 Т,Алматы,В наличии
878,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 100 мл.",Бакалея,13 700 Т,Алматы,В наличии
879,Трюфель Черный целый в рассоле,Бакалея,16 500 Т,Алматы,В наличии
880,Джем из Красного силийского апельсина,Бакалея,3 000 Т,Алматы,В наличии
881,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 100 мл.",Бакалея,9 100 Т,Алматы,В наличии
882,Бальзамический Уксус Giuseppe Giusti 250 мл.,Бакалея,9 100 Т,Алматы,В наличии
883,Лук на Гриле Borettane Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
884,Паштет из цукини,Бакалея,3 000 Т,Алматы,В наличии
885,"Шафрановые нити экстра 0,36 гр Сarmencita",Бакалея,3 500 Т,Алматы,В наличии
886,Грибы для супа Том Ям Цао Гу 400гр,Бакалея,950 Т,Алматы,В наличии
887,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 250 мл.",Бакалея,20 100 Т,Алматы,В наличии
888,Пепероната с Оливковым Маслом,Бакалея,3 000 Т,Алматы,В наличии
889,Песто Сицилиано,Бакалея,3 000 Т,Алматы,В наличии
890,"Перец Черри с сыром, Le Bonta, 1700 мл.",Бакалея,13 500 Т,Алматы,В наличии
891,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.",Бакалея,14 300 Т,Алматы,В наличии
892,"Рис Арборио ""Ризо Галло"" 500 гр",Бакалея,1 450 Т,Алматы,В наличии
893,Лук на гриле с Бальзамическим уксусом Le Bonta,Бакалея,2 500 Т,Алматы,В наличии
894,КАПОНАТА СИЦИЛЙСКАЯ,Бакалея,2 500 Т,Алматы,В наличии
895,Песто Трапеназе,Бакалея,3 000 Т,Алматы,В наличии
896,"Рис длиннозерный Арборио ""Ризо Галло"" 500 гр",Бакалея,1 450 Т,Алматы,В наличии
897,Напиток Молоко из Бразильского Ореха BIO,Бакалея,1 990 Т,Алматы,В наличии
898,Имбирь Маринованный 200 гр,Бакалея,1 000 Т,Алматы,В наличии
899,Баклажаны Обжаренные слайсами LeBonta,Бакалея,8 000 Т,Алматы,В наличии
900,"Джем из Сицилийского лимона, 220 гр",Бакалея,3 000 Т,Алматы,В наличии
901,"Перец Черри фаршированный Тунцом и Каперсами, 1700 мл.",Бакалея,13 500 Т,Алматы,В наличии
902,"Рис зерновой Венера ""Ризо Галло"" 500 гр",Бакалея,3 100 Т,Алматы,В наличии
903,Чука салат 200 гр,Бакалея,1 000 Т,Алматы,В наличии
904,Оливковое Масло Barbera Non Filtrato уп. 1л,Масло,6 190 Т,Алматы,В наличии
905,Оливковое Масло Barbera Oro Del Cuoco,Масло,4 290 Т,Алматы,В наличии
906,Масло Оливковое Barbera Filtrato 1литр,Масло,5 990 Т,Алматы,В наличии
907,Масло Оливковое BARBERA Selezione Unica 750 мл.,Масло,4 490 Т,Алматы,В наличии
908,Масло Сливочное BURRO ASOLO,Масло,1 790 Т,Алматы,В наличии
909,Оливковое Масло Barbera Selezione Unica 1 литр,Масло,4 990 Т,Алматы,В наличии
910,"Оливковое Масло Lorenzo #5, бутылка 500 мл",Масло,7 990 Т,Алматы,В наличии
911,"Оливковое Масло Lorenzo #1, бутылка 500 мл",Масло,7 990 Т,Алматы,В наличии
912,"Оливковое Масло Lorenzo #3, бутылка 500 мл",Масло,7 990 Т,Алматы,В наличии
913,"Масло Оливковое Barbera с цитрусами Сицилии, 250 мл",Масло,3 490 Т,Алматы,В наличии
914,Оливковое Масло Barbera c ароматом белого трюфеля 250 мл,Масло,3 490 Т,Алматы,В наличии
915,Кокосовое Масло Aroy-D Extra,Масло,3 500 Т,Алматы,В наличии
916,Кунжутное Масло REAL TANG,Масло,1 500 Т,Алматы,В наличии
917,Оливковое Масло Delicato Tipo Albero,Масло,4 990 Т,Алматы,В наличии
918,Масло Оливковое с Ароматическими травами 250 мл,Масло,3 490 Т,Алматы,В наличии
919,Масло оливковое Frantoia со вкусом базилика 250 мл,Масло,3 500 Т,Алматы,В наличии
920,Масло Авокадо Avocado Oil,Масло,4 000 Т,Алматы,В наличии
921,Подарочная Коробка из трех видов масла по 250 мл каждого вида,Масло,9 990 Т,Алматы,В наличии
922,Масло Оливковое Barbera c ароматом Черного трюфеля 250 мл.,Масло,3 490 Т,Алматы,В наличии
923,Масло оливковое Frantoia со вкусом мандарина,Масло,3 500 Т,Алматы,В наличии
924,Масло оливковое Frantoia со вкусом апельсина 250 мл,Масло,3 500 Т,Алматы,В наличии
925,Оливковое Масло Alive Barbera,Масло,4 990 Т,Алматы,В наличии
926,Масло Оливковое Barbera Aglio Peperoncino с Перцем,Масло,3 490 Т,Алматы,В наличии
927,Оливковое Масло Olia Barbera,Масло,4 990 Т,Алматы,В наличии
928,Масло оливковое Frantoia со вкусом Шалфея 250 мл,Масло,2 790 Т,Алматы,В наличии
929,Масло оливковое Frantoia со вкусом лимона 250 мл,Масло,2 790 Т,Алматы,В наличии
930,Оливковое Масло Monokultivar Coratina Barbera,Масло,4 490 Т,Алматы,В наличии
931,Масло Оливковое Finca la Torre Hojiblanca Orange,Масло,1 990 Т,Алматы,Временно нет в наличии
932,Подарочная упаковка оливковое масло Lorenzo №5,Масло,9 000 Т,Алматы,В наличии
933,Подарочный набор Cofanetto Lorenzi,Масло,24 000 Т,Алматы,В наличии
934,Подарочная Упаковка масло Lorenzo №3,Масло,9 000 Т,Алматы,В наличии
935,Подарочная Коробка Barbera Lorenzo #1,Масло,9 000 Т,Алматы,В наличии
936,Сковорода для Паэльи  38 см,Кухня,9 000 Т,Алматы,В наличии
937,Чугунная Сковорода Гриль VAELLO,Кухня,12 500 Т,Алматы,В наличии
938,Чугунная Сковорода Круглая VAELLO,Кухня,13 000 Т,Алматы,В наличии
939,Креветки Королевские 26/30 очищенные,Морепродукты,5 290 Т,Атырау,В наличии
940,Креветка Королевская 31/40 очищенная,Морепродукты,5 900 Т,Атырау,В наличии
941,"Лангустины в панцире с головой, размер 21-30",Морепродукты,6 500 Т,Атырау,В наличии
942,Морской Коктейль Стандарт 1 кг,Морепродукты,3 000 Т,Атырау,В наличии
943,"Креветка Королевская  21/25, в панцире без головы",Морепродукты,5 500 Т,Атырау,В наличии
944,Трубка Кальмара,Морепродукты,3 700 Т,Атырау,В наличии
945,Чука салат замороженный,Морепродукты,2 800 Т,Атырау,В наличии
946,Мидии в раковине 40-60 закрытые,Морепродукты,4 800 Т,Атырау,В наличии
947,Гребешок Risma 10/20 глазурь 7%,Морепродукты,13 500 Т,Атырау,В наличии
948,Вонголе Свежемороженные уп. 500 гр,Морепродукты,3 500 Т,Атырау,В наличии
949,"Мидии на раковине Киви 40/60,  Новая Зеландия",Морепродукты,5 400 Т,Атырау,В наличии
950,"Креветка Арктическая, 70/90,  Гренландия",Морепродукты,6 700 Т,Атырау,В наличии
951,"Осьминог Бэби, размер 40/60",Морепродукты,5 500 Т,Атырау,В наличии
952,Креветка Ваннамей 16/20 в панцире б/г,Морепродукты,5 700 Т,Атырау,В наличии
953,"Лангустины в Панцире с головой, размер 10-20",Морепродукты,7 200 Т,Атырау,В наличии
954,"Креветка  Салатная 100/200, глазурь 40%",Морепродукты,3 900 Т,Атырау,В наличии
955,Щупальца Кальмара свежемороженные,Морепродукты,2 500 Т,Атырау,В наличии
956,"Креветка Северная, 90/120,  Гренландия",Морепродукты,3 990 Т,Атырау,В наличии
957,Мясо Мидий очищенное,Морепродукты,3 000 Т,Атырау,В наличии
958,"Лангустины в панцире без головы, размер 30 - 50, уп. 2 кг",Морепродукты,6 500 Т,Атырау,В наличии
959,"Гребешок 10/20, глазурь 25%",Морепродукты,6 800 Т,Атырау,В наличии
960,Устрицы Gillardeau №2,Морепродукты,1 790 Т,Атырау,В наличии
961,"Кольца Кальмара, уп. 1 кг",Морепродукты,4 800 Т,Атырау,В наличии
962,Устрицы Ostra Regal  #2,Морепродукты,2 100 Т,Атырау,В наличии
963,Устрицы Fin De Claire №2 Marine,Морепродукты,1 400 Т,Атырау,В наличии
964,Конечности Камчатского Краба 4L,Морепродукты,24 000 Т,Атырау,В наличии
965,Креветка Тигровая 8/12  с головой,Морепродукты,14 500 Т,Атырау,В наличии
966,Устрицы Tarbouriech,Морепродукты,2 400 Т,Атырау,В наличии
967,Кальмар Патагонский,Морепродукты,5 500 Т,Атырау,В наличии
968,Гребешок Морской на раковине с икрой 12/16,Морепродукты,7 600 Т,Атырау,В наличии
969,Улитка Бургундская в металлическом поддоне,Морепродукты,2 990 Т,Атырау,В наличии
970,"Хвост Омара, замороженный",Морепродукты,40 000 Т,Атырау,В наличии
971,"Осьминог Индонезия 0,5 - 1 кг",Морепродукты,9 500 Т,Атырау,В наличии
972,"Мясо краба, 1я фаланга, блок весом 1 -1,5 кг",Морепродукты,35 000 Т,Атырау,В наличии
973,Лобстер (Омар) размер 1000+ гр.,Морепродукты,45 000 Т,Атырау,В наличии
974,Клешни Лобстера (Омара) замороженные,Морепродукты,13 500 Т,Атырау,В наличии
975,Устрицы Fine de Claire Selection Marine #3,Морепродукты,1 100 Т,Атырау,В наличии
976,Устрицы La Belle №2,Морепродукты,1 490 Т,Атырау,В наличии
977,"Каракатица, размер 40-60",Морепродукты,4 800 Т,Атырау,В наличии
978,Кальмар Командорский очищенный,Морепродукты,3 600 Т,Атырау,В наличии
979,Кальмар Тушка Неочищенный,Морепродукты,2 500 Т,Атырау,В наличии
980,Кальмар Командорский 600 гр,Морепродукты,1 990 Т,Атырау,В наличии
981,Гребешок на Створке,Морепродукты,4 500 Т,Атырау,В наличии
982,"Креветка Королевская Блочная, в панцире 21/25",Морепродукты,15 000 Т,Атырау,В наличии
983,Улитки по Бургундски (Escargot),Морепродукты,10 500 Т,Атырау,В наличии
984,Мясо Краба Салатное (кусочками),Морепродукты,17 500 Т,Атырау,В наличии
985,Креветка Risma Премиум глазурь 7%,Морепродукты,6 000 Т,Атырау,В наличии
986,Устрицы №2 Царская,Морепродукты,1 600 Т,Атырау,В наличии
987,Краб Приморский в собственном соку,Морепродукты,17 500 Т,Атырау,В наличии
988,"Керамическая Сковорода ""Улиточница Эскарготьерка""",Морепродукты,4 500 Т,Атырау,В наличии
989,Трубка Кальмара Risma,Морепродукты,4 800 Т,Атырау,В наличии
990,Краб Натуральный в собственном соку,Морепродукты,48 000 Т,Атырау,В наличии
991,"Семга Атлантическая (Лосось) Охлажденная, 3-4 кг",Рыба,5 990 Т,Атырау,В наличии
992,Лосось Малосольный филе на шкуре,Рыба,9 500 Т,Атырау,В наличии
993,Дорадо Охлажденная вес 300 - 400 гр/шт Греция,Рыба,4 990 Т,Атырау,В наличии
994,Стейк из Семги нарезка Подкова,Рыба,6 990 Т,Атырау,В наличии
995,"Форель Атлантическая охлажденная 3-4 кг, Норвегия",Рыба,7 700 Т,Атырау,В наличии
996,Сибас Охлажденный весом 300 - 400 гр/шт,Рыба,4 990 Т,Атырау,В наличии
997,Дорадо Охлажденная 400 - 600 гр./шт,Рыба,4 990 Т,Атырау,В наличии
998,Сибас Охлажденный 400 - 600 гр/шт,Рыба,4 990 Т,Атырау,В наличии
999,Лосось копченый по Шотландски Филе,Рыба,10 800 Т,Атырау,В наличии
1000,Филе Судака уп. 1 кг,Рыба,3 500 Т,Атырау,В наличии
1001,"Семга Атлантическая охлажденная, 5-6 кг, Норвегия",Рыба,7 700 Т,Атырау,В наличии
1002,Филе из Охлажденной Семги (Лосося),Рыба,14 500 Т,Атырау,В наличии
1003,Морской Окунь размер 500-600 гр,Рыба,3 000 Т,Атырау,В наличии
1004,Слайсы из Малосольного Лосося,Рыба,15 990 Т,Атырау,В наличии
1005,Палтус вес 2-3 кг,Рыба,5 500 Т,Атырау,В наличии
1006,Скумбрия (макрель атлантическая) 400-600,Рыба,2 200 Т,Атырау,В наличии
1007,Тунец  Yellowfin филе уп. 350-550 гр.,Рыба,10 100 Т,Атырау,В наличии
1008,Филе на шкуре из Атлантической Семги,Рыба,8 900 Т,Атырау,В наличии
1009,"Филе из Охлажденной Океанической Форели  1,5 - 2 кг",Рыба,14 500 Т,Атырау,В наличии
1010,Эсколар копченый филе на шкуре,Рыба,7 800 Т,Атырау,В наличии
1011,"Сибас Охлажденный 600 - 800 гр., Греция",Рыба,7 200 Т,Атырау,В наличии
1012,Форель Атлантическая Норвежская охлажденная 5 - 6 кг,Рыба,7 700 Т,Атырау,В наличии
1013,Стейк Подкова из Норв. лосося размороженный  вес 300 - 400 гр,Рыба,7 800 Т,Атырау,В наличии
1014,Филе Трески заморозка,Рыба,4 500 Т,Атырау,В наличии
1015,"Дорадо Охлажденная вес 600-800 гр., Турция",Рыба,7 200 Т,Атырау,В наличии
1016,Сибас охлажденный весом от 1000 до 1500 гр Турция,Рыба,8 900 Т,Атырау,В наличии
1017,Слайсы Копченый Лосось (Семга)  Шотландского Копчения,Рыба,10 800 Т,Атырау,В наличии
1018,"Печень трески натуральная, Исландия",Рыба,1 850 Т,Атырау,В наличии
1019,Тунец Копченый Куском (спинка),Рыба,8 490 Т,Атырау,В наличии
1020,Форель Копченая из Охлажденки Филе,Рыба,10 800 Т,Атырау,В наличии
1021,Форель Радужная Замороженая,Рыба,3 200 Т,Атырау,В наличии
1022,Филе Лосося копченое цельное вакуум,Рыба,11 500 Т,Атырау,В наличии
1023,Треска Атлантическая  размер 3 кг+,Рыба,3 500 Т,Атырау,В наличии
1024,"Гравлакс (Gravad Lax) из охлажденки, вес 800 - 1000 гр.",Рыба,16 500 Т,Атырау,В наличии
1025,"Дорадо замороженная, весом 300-400 гр./шт",Рыба,4 200 Т,Атырау,В наличии
1026,"Филе Тунца грейд А, без костей и шкуры",Рыба,15 500 Т,Атырау,В наличии
